mae,loss,val_mae,val_loss
293.0184326171875,237647.84375,297.10406494140625,300546.65625
273.85369873046875,223066.734375,303.3291015625,300877.21875
275.2005310058594,223114.390625,306.6068115234375,302519.125
273.855224609375,222717.484375,303.038330078125,300672.5
275.2476501464844,223770.53125,306.76861572265625,302569.625
273.8773193359375,221729.09375,299.916259765625,299567.9375
273.79345703125,222236.875,305.3257751464844,301698.6875
274.3617248535156,222152.140625,303.8039855957031,300898.5625
273.4974365234375,221882.546875,302.7377624511719,300342.21875
273.1494140625,221187.890625,304.8927917480469,301413.5625
273.6248474121094,222211.0625,304.2790222167969,301038.375
273.3626403808594,221181.015625,302.1972351074219,300018.78125
272.5682373046875,221415.140625,304.9884033203125,301359.59375
273.4833984375,221441.453125,299.49102783203125,298917.0
274.0903015136719,222989.671875,303.2939453125,300386.28125
272.8185119628906,222173.90625,307.1684265136719,302567.5
273.83575439453125,221699.0625,302.8208312988281,300030.28125
272.28515625,221034.421875,302.5968017578125,299867.875
273.3641052246094,221145.15625,302.1058349609375,299600.59375
271.7728576660156,220208.671875,299.8380126953125,298506.125
271.31817626953125,219968.71875,303.54052734375,300162.5
272.7848205566406,220604.140625,299.4192810058594,298099.03125
271.2575988769531,220568.65625,303.47186279296875,300052.0
272.0553283691406,220053.328125,298.109375,297430.90625
270.16461181640625,219246.8125,297.0163879394531,296563.15625
273.69781494140625,222629.21875,296.4510803222656,296380.65625
270.1252746582031,219643.078125,299.3934631347656,297395.4375
270.832763671875,220067.125,300.1024475097656,297436.5625
268.9237365722656,218868.078125,299.3601379394531,296671.84375
268.3850402832031,217085.6875,301.1541748046875,297641.9375
267.1078186035156,217415.390625,291.24078369140625,292388.625
266.054443359375,215871.5625,291.30828857421875,291376.375
267.2471008300781,218235.515625,316.90447998046875,309661.46875
266.22442626953125,217202.21875,288.6536560058594,289099.5
261.6507568359375,211255.640625,285.4359130859375,287074.90625
258.9332275390625,209979.140625,284.07696533203125,284597.53125
256.0987548828125,206726.0,284.6564025878906,284240.0
253.8035888671875,204035.9375,272.7520446777344,274474.65625
247.86599731445312,201588.546875,268.59246826171875,270418.65625
242.72125244140625,194136.75,262.994384765625,265340.375
238.2223663330078,190738.21875,260.9687194824219,262074.53125
236.83474731445312,189237.71875,250.03317260742188,250652.59375
229.0434112548828,181141.3125,258.0292663574219,251333.859375
235.0697479248047,183588.4375,261.9166259765625,256910.359375
229.28012084960938,175686.359375,256.5086669921875,264341.6875
225.0884246826172,172869.765625,241.67323303222656,245392.09375
230.1070556640625,170328.59375,239.68231201171875,228104.859375
224.6369171142578,164394.484375,237.76150512695312,230641.203125
230.29495239257812,166867.796875,241.6050567626953,241943.609375
237.12722778320312,175494.234375,262.5655212402344,242500.5
228.52210998535156,164529.75,241.84628295898438,225430.359375
228.3502655029297,160654.5,240.58663940429688,225510.765625
232.07643127441406,161357.796875,272.21795654296875,275472.90625
235.73765563964844,168687.453125,243.74630737304688,240083.0
231.4288787841797,160947.515625,241.11900329589844,226108.609375
227.40432739257812,160529.75,248.1393280029297,220080.703125
234.53590393066406,161411.96875,247.43882751464844,245794.46875
231.80899047851562,159916.3125,245.6073455810547,241526.859375
231.74742126464844,158889.40625,246.9460906982422,243953.84375
234.31927490234375,163913.984375,257.0438537597656,220879.671875
232.23556518554688,160036.546875,242.15380859375,223429.640625
230.3841552734375,161847.28125,251.21823120117188,251357.03125
237.18978881835938,169752.921875,241.8511505126953,233173.4375
235.99012756347656,163589.390625,241.84869384765625,230426.75
230.23187255859375,161423.375,262.4149475097656,264226.0625
229.45709228515625,161079.84375,250.08546447753906,219545.6875
235.23678588867188,158020.875,243.2756805419922,228128.703125
231.1378936767578,161125.53125,257.5299072265625,219887.5625
233.86508178710938,160445.15625,242.19512939453125,228025.0
232.18081665039062,162284.015625,253.55270385742188,254342.953125
230.57943725585938,163783.890625,247.89581298828125,245659.015625
233.89772033691406,161798.5,244.28330993652344,237983.296875
231.73468017578125,158761.375,251.1318817138672,219415.6875
