mae,loss,val_mae,val_loss
280.3758544921875,192175.921875,316.9237976074219,351304.5
246.99342346191406,167426.21875,317.3470458984375,350742.75
245.46890258789062,165572.859375,320.3876953125,349688.90625
245.35743713378906,165819.234375,317.01171875,350864.34375
244.74642944335938,165058.265625,319.3162841796875,349636.59375
245.14620971679688,166080.0,317.5760803222656,350200.21875
245.06961059570312,165466.078125,317.21343994140625,350360.03125
246.0401153564453,165979.015625,321.0993347167969,349524.0
244.74246215820312,164720.15625,315.8289794921875,351953.6875
244.7974090576172,164777.96875,318.8457336425781,349374.3125
244.89456176757812,165350.09375,317.67694091796875,349602.46875
244.19970703125,164455.375,316.673095703125,350207.28125
245.33294677734375,165078.859375,317.2378234863281,349668.5625
244.39146423339844,164559.03125,316.9207763671875,349703.8125
243.9784698486328,164390.25,317.30047607421875,349350.90625
243.79708862304688,164329.90625,318.056884765625,348572.21875
244.85690307617188,165009.234375,317.26983642578125,349021.1875
243.54550170898438,164359.75,318.1481628417969,348578.78125
244.00823974609375,164035.46875,316.0929870605469,349102.625
242.986083984375,163754.984375,315.1122131347656,348560.3125
243.899169921875,164568.828125,321.3677062988281,348567.59375
243.8491973876953,163913.546875,316.4718322753906,347937.375
242.9424285888672,163879.859375,319.50653076171875,347699.5
244.08267211914062,164404.609375,314.1221923828125,347384.34375
242.60704040527344,162631.6875,316.5677185058594,346455.84375
242.7116241455078,163074.71875,311.6455383300781,347218.53125
241.44749450683594,163140.515625,319.056884765625,345975.09375
242.24163818359375,163073.40625,309.9809265136719,347846.28125
239.7248992919922,161121.21875,313.2471923828125,342708.71875
239.90170288085938,161842.28125,316.5594482421875,343704.46875
240.91775512695312,163952.6875,318.9642639160156,345724.3125
242.0800323486328,162516.390625,323.49273681640625,348550.0625
243.39810180664062,163435.875,310.80267333984375,346465.125
240.80381774902344,163221.84375,320.0411682128906,346366.28125
238.57521057128906,161043.59375,308.2715759277344,342448.875
236.94107055664062,158476.390625,311.1540832519531,339047.5
233.73497009277344,157284.921875,300.6327209472656,337685.21875
245.1202850341797,165707.234375,308.7916564941406,344910.3125
239.31263732910156,161636.40625,317.00177001953125,344268.5625
238.0000457763672,160111.5,314.9626159667969,342193.5625
233.8671875,157373.828125,303.2594909667969,334602.875
231.72564697265625,155220.875,299.7059020996094,332272.96875
229.6378173828125,152769.078125,306.3582458496094,334002.09375
230.66796875,154587.5625,314.3324890136719,340113.28125
227.57420349121094,151246.15625,292.60223388671875,322979.65625
223.9110870361328,149721.703125,289.0273132324219,319159.1875
221.8459014892578,147662.953125,290.08929443359375,318566.78125
217.449462890625,142019.09375,279.4325866699219,308555.65625
216.29913330078125,143291.453125,277.40380859375,306504.125
210.7421875,135325.421875,271.5769348144531,299885.0625
204.98793029785156,130091.7578125,264.8080749511719,290706.40625
205.3331756591797,128233.0390625,259.68841552734375,287535.09375
207.8715057373047,126542.75,306.5839538574219,334000.96875
