mae,loss,val_mae,val_loss
427.2034912109375,412059.78125,419.2636413574219,354638.0625
410.2193603515625,394102.53125,422.72650146484375,366988.21875
409.41839599609375,392135.4375,420.3236389160156,361722.71875
409.3050231933594,392148.21875,421.1017150878906,363585.625
409.9342346191406,393112.9375,419.88067626953125,360832.8125
410.3148193359375,394978.59375,421.7210388183594,365104.9375
408.5170593261719,391566.1875,419.7982482910156,360766.03125
409.1433410644531,391389.34375,420.9518737792969,363501.96875
409.0315856933594,390765.1875,419.9761657714844,361346.03125
409.5191955566406,392696.53125,420.373779296875,362277.5
409.3705749511719,393683.78125,419.3845520019531,360226.46875
408.18402099609375,390876.09375,419.3399658203125,360208.1875
412.245849609375,397909.71875,418.49859619140625,358108.1875
407.9939880371094,393127.96875,419.21624755859375,359989.6875
407.1658935546875,388038.90625,418.8860168457031,359283.28125
408.6187744140625,391780.125,422.3302001953125,367017.53125
408.0422058105469,390558.8125,417.1290283203125,355651.9375
407.586669921875,390609.0,419.6960754394531,361756.6875
407.4941711425781,389357.53125,418.6918640136719,359694.8125
406.431640625,389723.34375,424.0249938964844,370730.53125
407.3981018066406,387566.8125,417.58001708984375,356913.84375
405.9322814941406,388201.21875,416.38629150390625,355424.8125
405.3966979980469,386683.0625,419.5421142578125,362998.875
404.76922607421875,384487.5,421.77294921875,367319.96875
405.5860595703125,386430.09375,416.14337158203125,355952.875
405.9060974121094,387644.53125,416.55584716796875,357300.0625
405.51995849609375,387906.90625,417.5595397949219,359668.1875
406.5469665527344,389316.96875,414.8046875,350451.4375
405.5173034667969,388321.3125,418.3332214355469,361159.65625
405.7246398925781,387761.21875,414.6307067871094,354724.3125
405.8724670410156,387796.84375,425.3811340332031,375134.40625
404.5546569824219,387655.4375,419.67864990234375,364310.59375
404.48846435546875,386094.34375,413.86181640625,351192.125
404.5111083984375,385900.65625,423.4441833496094,371680.03125
404.2877197265625,388162.5625,410.43768310546875,348041.71875
397.9615173339844,378231.53125,406.4922790527344,342992.46875
398.41412353515625,378495.6875,403.5149230957031,336698.9375
395.2826232910156,373465.6875,408.50750732421875,338207.0
399.65020751953125,374569.71875,404.33404541015625,341257.09375
399.2555847167969,379676.125,406.1668701171875,344184.9375
392.34332275390625,370991.5625,401.9156799316406,338105.40625
392.541259765625,371115.40625,398.6123352050781,331954.6875
398.2786865234375,378329.09375,395.6485290527344,331918.9375
390.6606750488281,371173.3125,396.1741027832031,328924.90625
385.4004821777344,363903.09375,390.49755859375,322037.21875
389.8970031738281,369102.0,400.9267578125,324702.90625
380.4019775390625,356679.5625,403.07696533203125,356452.875
393.6545715332031,369349.0,421.2969665527344,378807.90625
389.23968505859375,365373.5,393.69964599609375,331753.5
378.6182556152344,354040.5625,387.08599853515625,314727.78125
372.6618957519531,345467.6875,380.9310302734375,304125.625
368.0661315917969,334733.3125,388.93768310546875,338268.875
355.341064453125,323993.625,369.055419921875,281019.125
353.462890625,322485.15625,360.1916198730469,281847.53125
345.7727966308594,306969.75,355.8610534667969,270733.6875
339.82208251953125,295364.90625,351.8141784667969,264439.0
337.0798645019531,288363.6875,378.5178527832031,329854.40625
345.1029052734375,307856.0,363.1775817871094,301758.65625
346.8264465332031,300404.9375,357.05023193359375,287012.71875
353.3019104003906,308276.84375,351.7090759277344,253780.34375
332.6726989746094,279694.34375,393.4529113769531,271190.375
341.7403259277344,278013.40625,365.8251037597656,304171.875
352.7735900878906,315286.875,396.5395812988281,282664.84375
348.9347839355469,290225.65625,353.73651123046875,254131.546875
331.580810546875,275406.09375,354.8933410644531,245119.8125
335.5174255371094,271064.6875,352.0323791503906,262041.953125
333.7992248535156,270486.21875,366.03875732421875,297363.0625
344.3277282714844,289620.28125,373.98297119140625,252392.15625
338.2398986816406,282254.5625,358.1724548339844,282648.4375
338.6022033691406,272135.5,353.296630859375,266207.59375
339.4319152832031,283860.09375,373.1434631347656,248088.09375
345.8191833496094,275169.1875,352.62713623046875,259354.265625
333.12109375,266752.5625,357.0590515136719,244696.203125
333.8148193359375,264917.875,356.0003967285156,245733.671875
330.7582092285156,262597.90625,394.6404724121094,261754.6875
347.238525390625,281924.46875,364.4296875,294002.9375
347.538818359375,289773.65625,354.2369384765625,246833.265625
368.7754211425781,318648.15625,353.59747314453125,261716.40625
352.4752502441406,302594.25,359.06829833984375,248688.515625
344.5995178222656,291071.90625,381.08306884765625,253870.5
345.3809814453125,276025.25,359.39697265625,278459.53125
335.8403625488281,272372.5625,357.0680236816406,270271.34375
335.37713623046875,263065.125,357.4536437988281,245468.5625
340.63916015625,262052.484375,360.4237060546875,279104.34375
339.15789794921875,273541.625,352.7939453125,256001.078125
336.87127685546875,266274.75,355.7009582519531,247054.4375
338.0888977050781,265647.3125,354.56939697265625,257758.6875
342.5355224609375,268709.375,355.9093017578125,248701.96875
334.5278015136719,263367.375,361.1015625,282107.28125
335.4034118652344,263309.71875,364.7339172363281,290537.8125
338.14813232421875,275898.40625,363.0277099609375,288581.9375
339.4563903808594,285553.96875,361.45135498046875,246222.015625
341.18963623046875,270112.28125,355.35888671875,246682.40625
335.88250732421875,264228.90625,359.72906494140625,278601.4375
334.78973388671875,261509.734375,366.63507080078125,244575.734375
335.8082275390625,264962.0625,359.9889221191406,244234.46875
339.4900207519531,266393.5625,358.33563232421875,275083.53125
333.1160888671875,265045.0625,357.5971984863281,244987.203125
337.9791259765625,263400.65625,354.4591979980469,251981.578125
334.02679443359375,262122.921875,364.20703125,244137.671875
334.3580017089844,262588.34375,380.1532287597656,251730.03125
342.8567810058594,273140.25,353.7496337890625,259402.5
334.0876159667969,269926.875,358.1003112792969,245046.828125
339.7431945800781,262356.96875,354.1322021484375,254032.609375
331.5782165527344,260316.890625,358.71026611328125,245607.203125
335.6697082519531,260643.9375,357.67718505859375,246024.796875
338.8032531738281,268007.4375,365.4692077636719,294579.125
335.674560546875,273795.40625,353.1264343261719,258609.890625
333.80303955078125,259868.859375,354.9694519042969,252951.140625
337.67926025390625,267116.40625,354.4686584472656,260473.40625
343.2262878417969,273014.875,353.1104736328125,250574.96875
337.5220947265625,271520.34375,354.16912841796875,245755.359375
330.5000915527344,260622.75,364.9330139160156,244377.859375
341.580078125,271236.125,353.0474853515625,247897.328125
331.90167236328125,267994.8125,352.39178466796875,250975.9375
344.3080749511719,271309.9375,360.11444091796875,244153.3125
332.00299072265625,265719.46875,362.3801574707031,284632.8125
332.756103515625,268836.84375,353.6612854003906,256853.328125
334.40484619140625,261868.53125,384.0366516113281,253579.328125
338.4632568359375,260694.484375,356.05419921875,258895.609375
336.2542724609375,266128.6875,373.3061218261719,247044.3125
333.6236267089844,261438.015625,354.697509765625,256043.15625
333.4131774902344,261913.109375,377.8583068847656,249395.5
347.5993347167969,274001.15625,400.6240539550781,266992.1875
343.6029052734375,287421.78125,377.74505615234375,254405.15625
340.9758605957031,270014.6875,357.0694580078125,271991.28125
331.3504333496094,267085.03125,367.87396240234375,245034.515625
347.65576171875,270847.78125,354.74017333984375,249712.640625
330.5201416015625,262718.21875,365.17889404296875,244369.765625
338.44891357421875,264625.59375,353.8003845214844,252943.671875
335.74249267578125,259219.9375,355.08599853515625,259033.96875
331.494384765625,263483.75,357.9557800292969,245822.984375
