mae,loss,val_mae,val_loss
363.4306945800781,258833.390625,367.61065673828125,249766.578125
313.8983154296875,207088.640625,360.1529541015625,235358.703125
314.9734191894531,209202.0625,365.3895568847656,246259.015625
314.3377990722656,208650.796875,361.573974609375,239377.703125
314.4625549316406,207512.453125,362.7411804199219,241683.359375
313.9200134277344,208318.46875,361.96173095703125,240261.375
315.042724609375,208761.984375,363.7313537597656,243582.6875
313.7590637207031,208558.625,365.35833740234375,246392.671875
312.98541259765625,206551.84375,361.9117126464844,240370.390625
314.2925109863281,208495.5,362.90435791015625,242235.109375
314.281005859375,207963.34375,365.6962890625,247053.65625
312.8478698730469,206798.46875,360.4866638183594,237729.5
313.6291198730469,208110.546875,362.6184387207031,242005.890625
313.0511474609375,207515.453125,364.746337890625,245805.28125
312.29022216796875,207082.5,360.0172119140625,237264.96875
314.4293212890625,209438.265625,370.5123291015625,254733.5
313.1166076660156,206601.609375,361.70318603515625,240648.53125
312.5948181152344,206569.0,365.8409118652344,247703.546875
313.4417419433594,207443.71875,359.2174377441406,235921.96875
310.780517578125,204760.265625,364.14703369140625,245119.84375
312.7518005371094,206285.984375,365.0283508300781,246698.53125
312.1867370605469,206157.640625,360.2546081542969,238584.46875
311.509033203125,206377.59375,360.35540771484375,238907.453125
311.4677429199219,205590.015625,359.771240234375,237852.625
311.4532775878906,206082.921875,364.6716003417969,246406.03125
312.4814147949219,205857.0,365.28033447265625,247471.09375
310.86920166015625,204184.9375,362.1445007324219,243030.65625
311.7602233886719,206138.46875,356.7257080078125,233475.125
309.6968688964844,203344.375,366.2286071777344,249448.484375
310.0596008300781,204511.75,366.9234924316406,250686.78125
311.42498779296875,206930.21875,356.9868469238281,233057.03125
313.9947509765625,206834.296875,365.61669921875,248131.28125
309.8209228515625,204715.109375,356.65850830078125,233253.59375
309.7347106933594,203118.421875,354.156494140625,227306.03125
310.17694091796875,203165.890625,354.3587341308594,231357.859375
307.2194519042969,201704.328125,354.57928466796875,226767.171875
309.29608154296875,203265.875,360.9469909667969,243065.65625
307.47283935546875,199189.84375,351.1597900390625,225324.59375
304.0408020019531,197739.953125,350.757568359375,228737.578125
303.2580261230469,196916.109375,348.9837646484375,225480.234375
304.8740234375,198786.1875,360.5643005371094,246116.28125
303.46923828125,197284.8125,370.5426025390625,259260.953125
300.83026123046875,197403.234375,342.48260498046875,217486.625
301.5628662109375,195368.484375,346.05731201171875,224544.453125
